Words,Reading,Meaning
farming,,
N1,,
分母,,
ぶんぼ,,
denominator,,
N1,,
それゆえ,,
therefore,,
N1,,
極端,,
きょくたん,,
extreme,,
N1,,
TOP 5000,,
怒り,,
いかり,,
anger,,
N1,,
TOP 5000,,
奴,,
やっこ,,
servant; ...,,
N1,,
長,,
おさ,,
head; ...,,
N1,,
デッサン,,
rough sketch,,
N1,,
サンキュー,,
thank you,,
N1,,
余暇,,
よか,,
leisure,,
N1,,
分離,,
ぶんり,,
separation,,
N1,,
TOP 10000,,
意図,,
いと,,
intention,,
N1,,
TOP 5000,,
頑丈,,
がんじょう,,
solid,,
N1,,
階級,,
かいきゅう,,
(social) class,,
N1,,
頑固,,
がんこ,,
stubborn,,
N1,,
TOP 10000,,
名簿,,
めいぼ,,
register of names,,
N1,,
階層,,
かいそう,,
class,,
N1,,
とっさ,,
moment,,
N1,,
承諾,,
しょうだく,,
consent,,
N1,,
TOP 10000,,
名誉,,
めいよ,,
honor,,
N1,,
衣装,,
いしょう,,
clothing,,
N1,,
TOP 5000,,
通常,,
つうじょう,,
common,,
N1,,
TOP 1000,,
貝殻,,
かいがら,,
shell,,
N1,,
肺,,
はい,,
lung,,
N1,,
TOP 10000,,
しなびる,,
to shrivel,,
N1,,
賭け,,
かけ,,
betting,,
N1,,
TOP 10000,,
唾,,
つば,,
saliva,,
N1,,
忠実,,
ちゅうじつ,,
faithfulness,,
N1,,
TOP 10000,,
是正,,
ぜせい,,
correction,,
N1,,
招き,,
まねき,,
invitation,,
N1,,
とがめる,,
to blame; ...,,
N1,,
つぶやく,,
to mutter; ...,,
N1,,
TOP 10000,,
顔つき,,
かおつき,,
looks,,
N1,,
名付ける,,
なづける,,
to name,,
N1,,
TOP 10000,,
背後,,
はいご,,
back; ...,,
N1,,
TOP 10000,,
背景,,
はいけい,,
background; ...,,
N1,,
TOP 2500,,
もしかして,,
perhaps,,
N1,,
TOP 5000,,
多様,,
たよう,,
diverse,,
N1,,
TOP 5000,,
なお,,
furthermore,,
N1,,
TOP 400,,
名称,,
めいしょう,,
name,,
N1,,
TOP 5000,,
背く,,
そむく,,
to run counter to,,
N1,,
レース,,
race; ...,,
N1,,
TOP 2500,,
杯,,
さかずき,,
sake cup,,
N1,,
もがく,,
to struggle; ...,,
N1,,
三味線,,
しゃみせん,,
shamisen,,
N1,,
なおさら,,
still more; ...,,
N1,,
TOP 10000,,
目覚ましい,,
めざましい,,
brilliant,,
N1,,
衣料,,
いりょう,,
clothing,,
N1,,
床,,
とこ,,
bed; ...,,
N1,,
施行,,
しこう,,
execution; ...,,
N1,,
TOP 10000,,
ベース,,
base; ...,,
N1,,
TOP 2500,,
名産,,
めいさん,,
noted product,,
N1,,
違える,,
ちがえる,,
to change; ...,,
N1,,
名札,,
なふだ,,
name plate,,
N1,,
名残,,
なごり,,
remains; ...,,
N1,,
世辞,,
せじ,,
flattery,,
N1,,
雅致,,
がち,,
artistry,,
N1,,
行員,,
こういん,,
bank clerk,,
N1,,
近眼,,
きんがん,,
nearsightedness,,
N1,,
行為,,
こうい,,
act,,
N1,,
TOP 2500,,
近郊,,
きんこう,,
suburbs,,
N1,,
TOP 10000,,
もてなす,,
to entertain,,
N1,,
持てる,,
もてる,,
to be able to possess; ...,,
N1,,
TOP 5000,,
名高い,,
なだかい,,
famous,,
N1,,
フォーム,,
foam; ...,,
N1,,
TOP 2500,,
兵士,,
へいし,,
soldier,,
N1,,
TOP 10000,,
少数,,
しょうすう,,
minority,,
N1,,
TOP 10000,,
世代,,
せだい,,
generation,,
N1,,
TOP 2500,,
移行,,
いこう,,
switching over to,,
N1,,
TOP 5000,,
座標,,
ざひょう,,
coordinate,,
N1,,
近視,,
きんし,,
myopia,,
N1,,
岩石,,
がんせき,,
rock,,
N1,,
多忙,,
たぼう,,
busy,,
N1,,
TOP 10000,,
行進,,
こうしん,,
march,,
N1,,
かな,,
how!,,
N1,,
移住,,
いじゅう,,
migration,,
N1,,
TOP 10000,,
持続,,
じぞく,,
continuation,,
N1,,
TOP 10000,,
敗戦,,
はいせん,,
defeat,,
N1,,
兵器,,
へいき,,
arms,,
N1,,
TOP 10000,,
民族,,
みんぞく,,
people,,
N1,,
TOP 10000,,
民俗,,
みんぞく,,
folk customs,,
N1,,
ポイント,,
point; ...,,
N1,,
TOP 300,,
世帯,,
せたい,,
household,,
N1,,
TOP 5000,,
投入,,
とうにゅう,,
throwing into; ...,,
N1,,
TOP 5000,,
見逃す,,
みのがす,,
to miss; ...,,
N1,,
TOP 5000,,
荒廃,,
こうはい,,
ruin,,
N1,,
そびえる,,
to rise,,
N1,,
まごつく,,
to be confused,,
N1,,
行,,
ぎょう,,
line; ...,,
N1,,
TOP 5000,,
拝借,,
はいしゃく,,
borrowing,,
N1,,
拝啓,,
はいけい,,
Dear,,
N1,,
様相,,
ようそう,,
aspect; ...,,
N1,,
様式,,
ようしき,,
style,,
N1,,
TOP 10000,,
投資,,
とうし,,
investment,,
N1,,
TOP 1000,,
見通し,,
みとおし,,
unobstructed view; ...,,
N1,,
TOP 10000,,
嘆,,
たん,,
sigh; ...,,
N1,,
東,,
あずま,,
eastern Japan; ...,,
N1,,
見積もり,,
みつもり,,
estimate,,
N1,,
TOP 2500,,
がん,,
cancer,,
N1,,
TOP 5000,,
兼用,,
けんよう,,
multi-use,,
N1,,
含嗽,,
がんそう,,
gargling,,
N1,,
移民,,
いみん,,
emigration; ...,,
N1,,
TOP 10000,,
無論,,
むろん,,
of course,,
N1,,
眼科,,
がんか,,
ophthalmology,,
N1,,
無礼,,
ぶれい,,
impolite,,
N1,,
眼球,,
がんきゅう,,
eyeball,,
N1,,
近づく,,
ちかづく,,
to approach; ...,,
N1,,
TOP 2500,,
持ち切り,,
もちきり,,
hot topic,,
N1,,
排水,,
はいすい,,
drainage,,
N1,,
TOP 10000,,
婿,,
むこ,,
husband; ...,,
N1,,
排除,,
はいじょ,,
exclusion,,
N1,,
TOP 10000,,
見込み,,
みこみ,,
hope; ...,,
N1,,
TOP 10000,,
見かける,,
みかける,,
to (happen to) see,,
N1,,
TOP 2500,,
受身,,
うけみ,,
the defensive; ...,,
N1,,
字体,,
じたい,,
type,,
N1,,
揺らぐ,,
ゆらぐ,,
to swing; ...,,
N1,,
廃棄,,
はいき,,
disposal; ...,,
N1,,
TOP 10000,,
荒っぽい,,
あらっぽい,,
rough,,
N1,,
廃れる,,
すたれる,,
to go out of use,,
N1,,
投げ出す,,
なげだす,,
to throw down; ...,,
N1,,
揺さぶる,,
ゆさぶる,,
to shake,,
N1,,
先天的,,
せんてんてき,,
a priori,,
N1,,
荒らす,,
あらす,,
to lay waste; ...,,
N1,,
しかしながら,,
however,,
N1,,
TOP 5000,,
きらびやか,,
gorgeous,,
N1,,
頃,,
けい,,
qing,,
N1,,
乗り込む,,
のりこむ,,
to board; ...,,
N1,,
TOP 10000,,
ナプキン,,
(table) napkin; ...,,
N1,,
廃止,,
はいし,,
abolition,,
N1,,
TOP 5000,,
丸々,,
まるまる,,
plump; ...,,
N1,,
異論,,
いろん,,
different opinion,,
N1,,
季刊,,
きかん,,
quarterly,,
N1,,
くじ引き,,
くじびき,,
lottery,,
N1,,
受け付ける,,
うけつける,,
to accept; ...,,
N1,,
大金,,
たいきん,,
large amount of money,,
N1,,
受け入れる,,
うけいれる,,
to accept,,
N1,,
TOP 2500,,
大空,,
おおぞら,,
heavens,,
N1,,
先代,,
せんだい,,
family predecessor,,
N1,,
バット,,
bat; ...,,
N1,,
受け入れ,,
うけいれ,,
receiving,,
N1,,
たやすい,,
easy,,
N1,,
受け止める,,
うけとめる,,
to catch; ...,,
N1,,
TOP 5000,,
受け継ぐ,,
うけつぐ,,
to inherit,,
N1,,
TOP 10000,,
美術,,
びじゅつ,,
art,,
N1,,
TOP 10000,,
丈,,
たけ,,
height; ...,,
N1,,
TOP 10000,,
大筋,,
おおすじ,,
outline,,
N1,,
ジャンル,,
genre,,
N1,,
TOP 1000,,
航海,,
こうかい,,
sail,,
N1,,
出費,,
しゅっぴ,,
expenses,,
N1,,
TOP 10000,,
出品,,
しゅっぴん,,
exhibit,,
N1,,
TOP 5000,,
先だって,,
せんだって,,
recently,,
N1,,
先着,,
せんちゃく,,
first arrival,,
N1,,
バッジ,,
badge,,
N1,,
規格,,
きかく,,
standard,,
N1,,
TOP 10000,,
間々,,
まま,,
occasionally,,
N1,,
連盟,,
れんめい,,
league,,
N1,,
TOP 10000,,
麻痺,,
まひ,,
paralysis,,
N1,,
TOP 10000,,
健在,,
けんざい,,
in good health,,
N1,,
夜中,,
やちゅう,,
during the night,,
N1,,
健全,,
けんぜん,,
health,,
N1,,
TOP 10000,,
ジャンプ,,
jump,,
N1,,
TOP 5000,,
ナンセンス,,
nonsense,,
N1,,
ジャンボ,,
jumbo,,
N1,,
融通,,
ゆうずう,,
lending (money); ...,,
N1,,
乗っ取る,,
のっとる,,
to take over; ...,,
N1,,
裁く,,
さばく,,
to judge,,
N1,,
ポーズ,,
pose; ...,,
N1,,
TOP 5000,,
コメント,,
comment; ...,,
N1,,
TOP 1000,,
ジャンパー,,
jacket; ...,,
N1,,
まちまち,,
several,,
N1,,
上陸,,
じょうりく,,
landing,,
N1,,
TOP 10000,,
問屋,,
とんや,,
wholesale store,,
N1,,
首輪,,
くびわ,,
(animal) collar; ...,,
N1,,
連邦,,
れんぽう,,
commonwealth,,
N1,,
眉,,
まゆ,,
eyebrow,,
N1,,
TOP 10000,,
末期,,
まっき,,
closing years; ...,,
N1,,
気流,,
きりゅう,,
atmospheric current,,
N1,,
ジャズ,,
jazz,,
N1,,
TOP 10000,,
気立て,,
きだて,,
disposition,,
N1,,
細工,,
さいく,,
work,,
N1,,
微量,,
びりょう,,
minuscule amount,,
N1,,
倹約,,
けんやく,,
thrift,,
N1,,
大概,,
たいがい,,
in general; ...,,
N1,,
ろくに,,
well,,
N1,,
面,,
おもて,,
face; ...,,
N1,,
受かる,,
うかる,,
to pass,,
N1,,
TOP 10000,,
免れる,,
まぬがれる,,
to escape from,,
N1,,
汽船,,
きせん,,
steamship,,
N1,,
連帯,,
れんたい,,
solidarity; ...,,
N1,,
祈り,,
いのり,,
prayer,,
N1,,
TOP 10000,,
預金,,
よきん,,
deposit,,
N1,,
TOP 10000,,
連中,,
れんちゅう,,
company; ...,,
N1,,
TOP 10000,,
健やか,,
すこやか,,
vigorous,,
N1,,
TOP 10000,,
細胞,,
さいぼう,,
cell,,
N1,,
TOP 5000,,
基,,
もとい,,
basis; ...,,
N1,,
連日,,
れんじつ,,
day after day,,
N1,,
TOP 10000,,
片付け,,
かたづけ,,
tidying up,,
N1,,
TOP 5000,,
考古学,,
こうこがく,,
archaeology,,
N1,,
ボルト,,
volt; ...,,
N1,,
TOP 10000,,
万能,,
ばんのう,,
all-purpose; ...,,
N1,,
TOP 10000,,
微塵,,
みじん,,
particle; ...,,
N1,,
万人,,
ばんにん,,
all people; ...,,
N1,,
実,,
じつ,,
truth; ...,,
N1,,
TOP 5000,,
片言,,
かたこと,,
prattle,,
N1,,
首飾り,,
くびかざり,,
necklace,,
N1,,
刷り,,
すり,,
printing,,
N1,,
首脳,,
しゅのう,,
head; ...,,
N1,,
張り紙,,
はりがみ,,
paper patch,,
N1,,
変動,,
へんどう,,
change,,
N1,,
TOP 5000,,
実業家,,
じつぎょうか,,
industrialist,,
N1,,
気品,,
きひん,,
elegance; ...,,
N1,,
気風,,
きふう,,
character,,
N1,,
画期,,
かっき,,
transition from one epoch to another,,
N1,,
細菌,,
さいきん,,
bacillus,,
N1,,
TOP 10000,,
同情,,
どうじょう,,
sympathy,,
N1,,
細やか,,
こまやか,,
friendly,,
N1,,
質疑,,
しつぎ,,
question; ...,,
N1,,
連休,,
れんきゅう,,
consecutive holidays,,
N1,,
TOP 5000,,
取り扱い,,
とりあつかい,,
treatment,,
N1,,
TOP 2500,,
埋まる,,
うまる,,
to be buried; ...,,
N1,,
TOP 10000,,
とりあえず,,
first of all; ...,,
N1,,
TOP 1000,,
人体,,
じんたい,,
human body,,
N1,,
TOP 10000,,
前置き,,
まえおき,,
preface,,
N1,,
前提,,
ぜんてい,,
preamble,,
N1,,
TOP 5000,,
遠回り,,
とおまわり,,
detour,,
N1,,
同志,,
どうし,,
like-mindedness; ...,,
N1,,
気質,,
きしつ,,
spirit,,
N1,,
教え,,
おしえ,,
teaching,,
N1,,
TOP 10000,,
原書,,
げんしょ,,
original document,,
N1,,
気象,,
きしょう,,
weather; ...,,
N1,,
同士,,
どうし,,
fellow,,
N1,,
TOP 2500,,
兆,,
ちょう,,
10^12; ...,,
N1,,
丁目,,
ちょうめ,,
district of a town,,
N1,,
TOP 5000,,
連ねる,,
つらねる,,
to line up; ...,,
N1,,
前途,,
ぜんと,,
future prospects,,
N1,,
届,,
とどけ,,
report,,
N1,,
TOP 10000,,
連なる,,
つらなる,,
to extend; ...,,
N1,,
留める,,
とどめる,,
to stop; ...,,
N1,,
質素,,
しっそ,,
simplicity,,
N1,,
遠ざかる,,
とおざかる,,
to go away; ...,,
N1,,
はす,,
sacred lotus; ...,,
N1,,
TOP 10000,,
変遷,,
へんせん,,
change,,
N1,,
きざ,,
affected,,
N1,,
ずばり,,
decisively; ...,,
N1,,
TOP 10000,,
教員,,
きょういん,,
teacher,,
N1,,
TOP 10000,,
かぶれる,,
to develop a rash or inflammation; ...,,
N1,,
ずぶ濡れ,,
ずぶぬれ,,
soaked,,
N1,,
ずるずる,,
sound or act of dragging; ...,,
N1,,
ずらっと,,
in a line,,
N1,,
本文,,
ほんぶん,,
text,,
N1,,
TOP 10000,,
ずれる,,
to slide,,
N1,,
ずれ,,
gap,,
N1,,
TOP 10000,,
練る,,
ねる,,
to knead; ...,,
N1,,
TOP 10000,,
湿気る,,
しける,,
to be damp,,
N1,,
棘,,
とげ,,
thorn; ...,,
N1,,
研ぐ,,
とぐ,,
to sharpen; ...,,
N1,,
一心,,
いっしん,,
one mind; ...,,
N1,,
不吉,,
ふきつ,,
ominous,,
N1,,
怯える,,
おびえる,,
to become frightened,,
N1,,
不況,,
ふきょう,,
recession,,
N1,,
強烈,,
きょうれつ,,
strong,,
N1,,
TOP 5000,,
そこら,,
everywhere,,
N1,,
恐れ入る,,
おそれいる,,
to be sorry; ...,,
N1,,
入浴,,
にゅうよく,,
bathing; ...,,
N1,,
TOP 5000,,
気楽,,
きらく,,
carefree; ...,,
N1,,
TOP 10000,,
恐れ,,
おそれ,,
fear,,
N1,,
TOP 5000,,
華奢,,
かしゃ,,
lavish,,
N1,,
乏しい,,
とぼしい,,
meagre,,
N1,,
TOP 10000,,
取っ手,,
とって,,
handle,,
N1,,
尊い,,
とうとい,,
precious,,
N1,,
済ます,,
すます,,
to finish; ...,,
N1,,
裏返し,,
うらがえし,,
inside out; ...,,
N1,,
ＯＫ,,
オッケー,,
OK,,
N1,,
TOP 5000,,
いかに,,
how; ...,,
N1,,
TOP 5000,,
気兼ね,,
きがね,,
constraint,,
N1,,
気軽,,
きがる,,
carefree; ...,,
N1,,
途切れる,,
とぎれる,,
to pause,,
N1,,
TOP 10000,,
墓地,,
ぼち,,
cemetery,,
N1,,
TOP 10000,,
奉る,,
たてまつる,,
to offer; ...,,
N1,,
災害,,
さいがい,,
calamity,,
N1,,
TOP 5000,,
金棒,,
かなぼう,,
metal rod; ...,,
N1,,
貴ぶ,,
とうとぶ,,
to value,,
N1,,
時折,,
ときおり,,
sometimes,,
N1,,
TOP 10000,,
指図,,
さしず,,
instruction,,
N1,,
指示,,
しじ,,
indication; ...,,
N1,,
TOP 5000,,
同感,,
どうかん,,
agreement,,
N1,,
著しい,,
いちじるしい,,
striking,,
N1,,
TOP 10000,,
人情,,
にんじょう,,
humanity; ...,,
N1,,
ねだる,,
to beg,,
N1,,
嫉妬,,
しっと,,
jealousy,,
N1,,
TOP 10000,,
原作,,
げんさく,,
original work,,
N1,,
TOP 2500,,
指摘,,
してき,,
pointing out,,
N1,,
TOP 2500,,
同居,,
どうきょ,,
coexistence,,
N1,,
TOP 10000,,
同級,,
どうきゅう,,
the same grade,,
N1,,
著名,,
ちょめい,,
well-known,,
N1,,
著書,,
ちょしょ,,
literary work,,
N1,,
TOP 10000,,
手引,,
てびき,,
guidance,,
N1,,
原子,,
げんし,,
atom,,
N1,,
原っぱ,,
はらっぱ,,
open field,,
N1,,
ビジネス,,
business,,
N1,,
TOP 1000,,
開拓,,
かいたく,,
reclamation; ...,,
N1,,
TOP 10000,,
開発,,
かいはつ,,
development,,
N1,,
TOP 1000,,
縁談,,
えんだん,,
marriage proposal,,
N1,,
失調,,
しっちょう,,
lack of harmony,,
N1,,
縁側,,
えんがわ,,
veranda; ...,,
N1,,
徹する,,
てっする,,
to penetrate; ...,,
N1,,
強行,,
きょうこう,,
forcing; ...,,
N1,,
すんなり,,
slim; ...,,
N1,,
TOP 10000,,
強硬,,
きょうこう,,
firm,,
N1,,
手がかり,,
てがかり,,
clue; ...,,
N1,,
末,,
うら,,
top end,,
N1,,
ティッシュペーパー,,
tissue paper,,
N1,,
すばしこい,,
nimble,,
N1,,
指揮,,
しき,,
command,,
N1,,
TOP 10000,,
手当,,
てあて,,
salary; ...,,
N1,,
TOP 10000,,
不可欠,,
ふかけつ,,
indispensable,,
N1,,
TOP 10000,,
強制,,
きょうせい,,
obligation,,
N1,,
TOP 5000,,
原形,,
げんけい,,
original form,,
N1,,
十字路,,
じゅうじろ,,
crossroads,,
N1,,
指差す,,
ゆびさす,,
to point at,,
N1,,
入手,,
にゅうしゅ,,
acquisition,,
N1,,
TOP 2500,,
勇敢,,
ゆうかん,,
brave,,
N1,,
ぼやける,,
to become dim,,
N1,,
クレーン,,
crane,,
N1,,
つまむ,,
to pinch,,
N1,,
多数決,,
たすうけつ,,
majority rule,,
N1,,
理論,,
りろん,,
theory,,
N1,,
TOP 5000,,
境遇,,
きょうぐう,,
environment,,
N1,,
思考,,
しこう,,
thought,,
N1,,
TOP 5000,,
元年,,
がんねん,,
first year,,
N1,,
TOP 10000,,
強いて,,
しいて,,
by force,,
N1,,
ほんの,,
mere,,
N1,,
TOP 2500,,
入賞,,
にゅうしょう,,
winning a prize or place,,
N1,,
TOP 10000,,
元来,,
がんらい,,
originally,,
N1,,
開催,,
かいさい,,
holding a meeting,,
N1,,
TOP 400,,
慎む,,
つつしむ,,
to be careful; ...,,
N1,,
トーン,,
tone,,
N1,,
TOP 10000,,
口ずさむ,,
くちずさむ,,
to hum,,
N1,,
ぼつぼつ,,
gradually; ...,,
N1,,
ぼやく,,
to grumble,,
N1,,
強いる,,
しいる,,
to force,,
N1,,
TOP 10000,,
不意,,
ふい,,
sudden,,
N1,,
強める,,
つよめる,,
to strengthen,,
N1,,
TOP 10000,,
ルーズ,,
loose; ...,,
N1,,
理性,,
りせい,,
reason,,
N1,,
強まる,,
つよまる,,
to get strong,,
N1,,
TOP 10000,,
昆虫,,
こんちゅう,,
insect,,
N1,,
TOP 10000,,
頻繁,,
ひんぱん,,
frequent,,
N1,,
TOP 5000,,
優美,,
ゆうび,,
grace,,
N1,,
ヒント,,
hint,,
N1,,
TOP 5000,,
敏感,,
びんかん,,
sensibility,,
N1,,
TOP 5000,,
追放,,
ついほう,,
exile,,
N1,,
ルール,,
rule,,
N1,,
TOP 2500,,
煙る,,
けむる,,
to smoke; ...,,
N1,,
煙たい,,
けむたい,,
smoky; ...,,
N1,,
甕,,
かめ,,
earthenware pot,,
N1,,
痛切,,
つうせつ,,
keen,,
N1,,
痛感,,
つうかん,,
feeling keenly,,
N1,,
TOP 10000,,
痛める,,
いためる,,
to hurt; ...,,
N1,,
TOP 10000,,
痛む,,
いたむ,,
to hurt; ...,,
N1,,
TOP 5000,,
充実,,
じゅうじつ,,
fullness; ...,,
N1,,
TOP 2500,,
思いつき,,
おもいつき,,
plan,,
N1,,
無用,,
むよう,,
useless; ...,,
N1,,
追及,,
ついきゅう,,
investigation; ...,,
N1,,
TOP 10000,,
シート,,
seat; ...,,
N1,,
TOP 2500,,
裾,,
すそ,,
cuff,,
N1,,
TOP 10000,,
異性,,
いせい,,
the opposite sex; ...,,
N1,,
TOP 5000,,
志す,,
こころざす,,
to plan,,
N1,,
志,,
こころざし,,
will,,
N1,,
TOP 10000,,
几帳面,,
きちょうめん,,
methodical,,
N1,,
合併,,
がっぺい,,
combination,,
N1,,
TOP 10000,,
優勢,,
ゆうせい,,
superiority,,
N1,,
優先,,
ゆうせん,,
preference,,
N1,,
TOP 5000,,
緊急,,
きんきゅう,,
urgent,,
N1,,
TOP 5000,,
効率,,
こうりつ,,
efficiency,,
N1,,
TOP 2500,,
臆病,,
おくびょう,,
cowardice,,
N1,,
追跡,,
ついせき,,
chase; ...,,
N1,,
TOP 10000,,
コミュニケーション,,
communication,,
N1,,
TOP 2500,,
小柄,,
こがら,,
small build; ...,,
N1,,
澄ます,,
すます,,
to clear; ...,,
N1,,
志望,,
しぼう,,
wish,,
N1,,
TOP 10000,,
志向,,
しこう,,
intention,,
N1,,
TOP 10000,,
行き違い,,
いきちがい,,
crossing without meeting; ...,,
N1,,
ほっと,,
feeling relieved,,
N1,,
TOP 5000,,
他動詞,,
たどうし,,
transitive verb,,
N1,,
無難,,
ぶなん,,
safe; ...,,
N1,,
TOP 10000,,
墜落,,
ついらく,,
falling,,
N1,,
聞き取り,,
ききとり,,
listening comprehension,,
N1,,
津波,,
つなみ,,
tsunami,,
N1,,
TOP 10000,,
小切手,,
こぎって,,
cheque,,
N1,,
陳列,,
ちんれつ,,
exhibition,,
N1,,
ひよこ,,
young bird; ...,,
N1,,
TOP 10000,,
優越,,
ゆうえつ,,
supremacy,,
N1,,
無能,,
むのう,,
inefficiency; ...,,
N1,,
無念,,
むねん,,
chagrin; ...,,
N1,,
優位,,
ゆうい,,
predominance,,
N1,,
TOP 10000,,
スチーム,,
steam,,
N1,,
禁物,,
きんもつ,,
taboo,,
N1,,
ペコペコ,,
very hungry; ...,,
N1,,
無知,,
むち,,
ignorance,,
N1,,
追い出す,,
おいだす,,
to expel,,
N1,,
無断,,
むだん,,
without permission,,
N1,,
他方,,
たほう,,
one; ...,,
N1,,
追い込む,,
おいこむ,,
to herd,,
N1,,
TOP 10000,,
据え付ける,,
すえつける,,
to install,,
N1,,
公立,,
こうりつ,,
public,,
N1,,
小銭,,
こぜに,,
coins,,
N1,,
異動,,
いどう,,
change,,
N1,,
TOP 10000,,
据える,,
すえる,,
to place; ...,,
N1,,
無茶,,
むちゃ,,
absurd; ...,,
N1,,
乙,,
おつ,,
second; ...,,
N1,,
TOP 10000,,
むちゃくちゃ,,
nonsensical; ...,,
